DATASET_YR	REPRJ_ID	INUN_ID	CURRENCY_CODE	AP_RECD_1ST_N	AP_ADMT_1ST_N	EN_1ST_N	AP_RECD_1ST_MEN_N	AP_RECD_1ST_WMN_N	AP_ADMT_1ST_MEN_N	AP_ADMT_1ST_WMN_N	EN_1ST_FT_MEN_N	EN_1ST_FT_WMN_N	EN_1ST_PT_MEN_N	EN_1ST_PT_WMN_N	AD_WAIT	AP_RECD_WAIT_N	AP_ACPT_WAIT_N	AP_ADMT_WAIT_N	EN_WAIT_N	AD_OPEN	AD_OPEN_T	AD_PREF	AD_PREF_T	AD_EAD	AD_INTL_BACH	AD_EACT	AD_EDEC	AD_DEFER	AD_HS_REQ_ALL	AD_HS_REQ_SOME	AD_HS_REQ_SOME_T	AP_DL_FRSH_MON	AP_DL_FRSH_DAY	AP_DL_FRSH_I	AP_NOTF_DL_FRSH_MON	AP_NOTF_DL_FRSH_DAY	AP_NOTF_DL_FRSH_I	AP_DL_NRES_MON	AP_DL_NRES_DAY	AP_DL_NRES_I	AP_DL_EDEC_2_MON	AP_DL_EDEC_2_DAY	AP_DL_EDEC_2_I	AP_NOTF_DL_EDEC_2_MON	AP_NOTF_DL_EDEC_2_DAY	AP_NOTF_DL_EDEC_2_I	AP_REPLY_DL_FRSH_MON	AP_REPLY_DL_FRSH_DAY	AP_REPLY_DL_FRSH_T	AP_REPLY_DL_NRES_MON	AP_REPLY_DL_NRES_DAY	AP_REPLY_DL_NRES_T	AP_REPLY_DL_EDEC_1_MON	AP_REPLY_DL_EDEC_1_DAY	AP_REPLY_DL_EDEC_1_T	AP_REPLY_DL_EDEC_2_MON	AP_REPLY_DL_EDEC_2_DAY	AP_REPLY_DL_EDEC_2_T	AP_REPLY_DL_EACT_MON	AP_REPLY_DL_EACT_DAY	AP_REPLY_DL_EACT_T	AP_REPLY_DL_TFER_MON	AP_REPLY_DL_TFER_DAY	AP_REPLY_DL_TFER_T	AP_NOTF_DL_NRES_MON	AP_NOTF_DL_NRES_DAY	AP_NOTF_DL_NRES_I	AP_DL_EDEC_1_MON	AP_DL_EDEC_1_DAY	AP_DL_EDEC_1_I	AP_DL_TFER_MON	AP_DL_TFER_DAY	AP_DL_TFER_I	AP_NOTF_DL_EDEC_1_MON	AP_NOTF_DL_EDEC_1_DAY	AP_NOTF_DL_EDEC_1_I	AP_DL_EACT_MON	AP_DL_EACT_DAY	AP_DL_EACT_I	AP_NOTF_DL_EACT_MON	AP_NOTF_DL_EACT_DAY	AP_NOTF_DL_EACT_I	AP_NOTF_DL_TFER_MON	AP_NOTF_DL_TFER_DAY	AP_NOTF_DL_TFER_I	AP_FEE_RES_D	AP_FEE_NRES_D	AP_FEE_INTL_D	AP_RECD_EDEC_N	AP_ADMT_EDEC_N	AP_RECD_EACT_N	AP_ADMT_EACT_N	EN_EACT_N	AP_COMMON	AP_ELECTRONIC	AD_VIDEO	AD_VIEWBOOK	AD_DIFF_ALL	AD_DIFF_NRES	AD_DIFF_TFER	AD_DIFF_GRP	AD_DIFF_GRP_T	AD_INTL	AD_INTL_TFER	AP_RECD_INTL_N	AP_ADMT_INTL_N	EN_INTL_N	AP_DL_INTL_DAY	AP_DL_INTL_MON	AP_DL_INTL_I	AD_INTL_FALL	AD_INTL_SPRI	AD_INTL_SUMM	AD_INTL_WINT	AD_TOEFL_SCORE	AD_TOEFL_SCORE_ESL	AD_ELS_LVL	AD_TFER_FALL	AD_TFER_WINT	AD_TFER_SPRI	AD_TFER_SUMM	EN_1ST_FT_N	EN_1ST_PT_N	AD_TOEFL_CMPTR_SCORE	AD_TOEFL_CMPTR_SCORE_ESL	AD_TFER_GRADE	AD_TFER_CRDT_2_N	AD_TFER_CRDT_4_N	AD_TFER_CRDT_4_UNIT	AD_TFER_CRDT_2_UNIT	AD_INTL_PREV	AP_RECD_INTL_PREV_N	AP_ADMT_INTL_PREV_N	EN_INTL_PREV_N	AD_INTL_TFER_FA	AD_TOEFL_WAIV	AP_DL_TFER_WINT_MON	AP_DL_TFER_WINT_DAY	AP_DL_TFER_WINT_I	AP_DL_TFER_SPRI_MON	AP_DL_TFER_SPRI_DAY	AP_DL_TFER_SPRI_I	AP_DL_TFER_SUMM_MON	AP_DL_TFER_SUMM_DAY	AP_DL_TFER_SUMM_I	AP_NOTF_DL_TFER_WINT_MON	AP_NOTF_DL_TFER_WINT_DAY	AP_NOTF_DL_TFER_WINT_I	AP_NOTF_DL_TFER_SPRI_MON	AP_NOTF_DL_TFER_SPRI_DAY	AP_NOTF_DL_TFER_SPRI_I	AP_NOTF_DL_TFER_SUMM_MON	AP_NOTF_DL_TFER_SUMM_DAY	AP_NOTF_DL_TFER_SUMM_I	AP_SAT1_ACT_DL_MON	AP_SAT1_ACT_DL_DAY	AP_SAT2_DL_MON	AP_SAT2_DL_DAY	AD_TFER_CLEP_SUBJECT	AD_TFER_CLEP_GEN	AD_TFER_CRDT_DANTES	AD_TFER_CRDT_LEARN	AD_TFER_CRDT_ACPT_YR	AD_TFER_CRDT_ANY_YR	AD_TFER_CRDT_MILITARY	AD_TFER_CRDT_ACE	AD_TFER_CRDT_EXCELSIOR	AD_TFER_CRDT
2018	12	5160	USD	24127	20302		12627	11500	10495	9807					N					N		N		N	Y	N	N	Y	GED					C	9	1	C																																				C												C	50.00									Y	N	Y	MOD		MOD	MOST	Barrett, The Honors College																X		X	X																																						X	X	X			X		Y		Y
2018	12	5161	USD	2231	1777		853	1378	675	1102					N					N		N		N	Y	N	N	Y	GED					C	9	1	C																																				C												C	50.00									Y	N	Y	MOD		MOD	MOST	Barrett, The Honors College																X		X	X																																						X	X	X			X		Y		Y
2018	12	5162	USD												N					Y	except for the nursing program, massage therapy program, and radiologic technology program	N		Y	Y	N	N	Y	NON	GED	applicants 18 or over			C																																							C													0.00									Y	N	Y	NONC		NONC	MOD	nursing program																X	X	X	X																																						X			X		X		Y		Y
2018	12	5163	USD																	Y		N		N		N	N	Y	GED					C																																																				25.00									Y	Y	Y	MIN		NONC																																																											X	X						N		
2018	12	5164	USD	1652	1062		968	684	596	466					N					N		N		Y	Y	Y	N	Y	GED					C			C																																				C												C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	7	8	20						X		Y		Y
2018	12	5167	USD	5346	3755		2367	2979	1645	2110					N					N		N		Y	Y	N	N	N	GED					C			C																																				C												C	15.00									Y	Y	N	MOD		MOD																		X		X	X																																		8	22	8	22	X					X		N		Y
2018	12	5168	USD	3451	1866										N					Y		N		N		N	N	Y	GED					C			C																																																	0.00									Y	N	N	NONC																				X		X	X																																						X							Y		
2018	12	5169	USD	5006	4743		2214	2792	2084	2659					N					N		N		N	Y	Y	N	Y	GED								C																																																C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	15	8	15	X	X				X		N		Y
2018	12	5170	USD	126	74		50	76	28	46					N							Y	professing Christians	Y	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	N	NONC		NONC																		X		X	X																																						X		X			X		Y		Y
2018	12	5173	USD	2047	1599		618	1429	505	1094					N											N	N		GED																																																									30.00									Y	Y	Y																					X		X	X																																															Y
2018	12	5174	USD	541	116		182	359	45	71					N					N		N		N	N	N	N	Y	GED			6	30				C																																		6	30													C	0.00									Y	N	Y	MOD		MOD																		X		X	X																																										10			N		
2018	12	5175	USD												N					N		N		N	Y	N	N	Y	GED																																																									50.00									Y	Y	Y	VERY		VERY																		X		X	X																																											X		N		Y
2018	12	5177																																																																																																																																																																						
2018	12	5178																																																																																																																																																																						
2018	12	5181																																																																																																																																																																						
2018	12	5184																																																																																																																																																																						
2018	12	5186																																																																																																																																																																						
2018	12	5187	USD	472	185		138	334	53	132					N							N		Y	Y			Y	GED					C			C																																				C												C	45.00									N	Y	Y	VERY		VERY																		X		X																																											10			N		Y
2018	12	5188	USD	95			40	55												Y		N		N		N	N	Y	GED					C																																							C													25.00									N	N	N	NONC		NONC																																																																				
2018	12	5189	USD	1105	777		412	693	281	496					N					N		N		Y	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X					X		N		Y
2018	12	5192	USD												Y					Y	except for allied health programs	N		N			N	Y	GED					C			C																																				C												C	0.00									N	N	N	NONC																																																																						
2018	12	5193	USD	3121	2367										N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	N	MOD		MOD																		X		X	X																																		8	15	8	15	X	X		X		X		N		Y
2018	12	5194	USD												N					Y	except for nursing program	N		Y		N	N	Y	GED			8	20																																						8	20														0.00										N		NONC		NONC	MOD	nursing program																																																																		
2018	12	5196	USD	398	398		221	177	221	277					N					Y		N		N		N	N	Y	GED					C			C																																				C												C	20.00									N	N	N	NONC		NONC																		X	X	X	X																																						X	X								Y
2018	12	5200	USD	4508	3561		2275	2233	1602	1959					Y	185	39	14		N		N		N	Y	Y	Y	Y	GED			2	15				C																															11	1		7	1		12	8		11	1		12	15				C	50.00			28	24	2388	2191			Y	N	Y	MOD																				X		X																																			2	15					X			X		Y		Y
2018	12	5201	USD												N					N		N		N	N	N	N	N	GED																																																									50.00									N	Y	N	NONC																																																																				N		
2018	12	5203	USD	2	2		0	2	0	2					N							N		Y	N	N	N	Y	GED					C			C																																				C												C	50.00									N	N	N	MOD																				X	X	X	X																																										10			N		Y
2018	12	5205	CAD												N					Y		N		N	Y	N	N	N	NON					C			C																																				C												C	60.00									Y	N	Y	NONC		NONC																		X	X	X	X																																									X						Y
2018	12	5207	USD												N					Y	selective admission to some programs	N		Y	N	N	N	N	NON																																																									25.00												NONC		NONC																		X		X	X																																															
2018	12	5208	USD												N					Y		N		N		N	N	Y	GED																																												C												C	30.00									Y	N	N	NONC		NONC																		X		X	X																																															Y
2018	12	5209	USD	1406	493		814	592	305	188					N					N		N		N	Y	N	N	Y	GED			8	1	C			C																																		8	1	C												C	0.00									Y	Y	N	MOD		MOD																		X		X	X																																		8	1	8	1	X		X			X		Y		Y
2018	12	5211	USD												N					N		N		N		N	N	N	GED			7	15		8	12	C																																		7	15											8	12	C	20.00									Y	N	Y	MIN		MIN																																																																X		N		
2018	12	5212	USD	13940	8075		3392	10548	1919	6156					N					N		N		Y	Y	N	N	Y	GED			6	1				C																																		6	1													C	35.00									Y	N	N	MOD		MOD																		X		X	X																																		5	1			X				8			N		Y
2018	12	5213	USD	2632	1024		815	1817	306	718					N					N		N		N	Y	N	N	N	GED					C			C																																				C												C	0.00									Y	Y	N	MIN		MIN																		X		X	X																																		8	1			X	X	X			X		N	X	Y
2018	12	5214	CAD												N					Y	except for Bachelor of Education students	N		Y	Y	N	Y	Y	GED					C			C																															11	30				C			C									C	35.00			0	0					Y	N	Y	MIN		MIN																		X	X	X																																												X		Y		Y
2018	12	5216	USD												N					Y	except for culinary arts, nursing, allied health, occupation therapy, physical therapy, respiratory therapy assistant programs			Y		N	N	Y	NON			7	1																																						7	1														35.00									Y	Y		NONC																																																																						
2018	12	5220	USD	18072	15168		7841	10231	6576	8592					N					N		N		Y	Y	Y	N	N	GED			1	15		2	1																													2	1					6	1	C				10	1	C	10	15				C	50.00									Y	Y	Y	MOD		MOD																		X		X	X																																		1	15								X		N		Y
2018	12	5221	USD	2474	2042		841	1633	715	1327					N					Y		N		Y		N	N	N	GED			8	1	C			C																																				C												C	0.00									Y			MOD		MOD																		X		X	X																																		8	1			X		X			X		Y		Y
2018	12	5223	USD	3163	1423		1317	1846	568	855					N					N		N		N	Y	N	N	Y	GED			8	1				C																																		8	1													C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	1	8	1	X		X	X		X		Y		Y
2018	12	5225	USD												N					Y	selective admission to some programs			Y	N	N	N	N	NON																																																									25.00									N	N	N	NONC		NONC																		X		X	X																																															
2018	12	5226	USD	6739	3976		2892	3847	1668	2308					N					N		N		Y	Y	Y	Y	Y	GED					C			C																															11	1				C	11	15		11	1		12	1				C	0.00			33	32	0	0			Y	Y	Y	MOD		MOD																		X	X	X																																												X		Y		Y
2018	12	5227	USD	1975	1339		919	1056	571	768					N					N		N		N	Y	N	N	Y	GED					C	10	1	C																																				C												C	0.00									Y	Y	Y	MOD		MIN																		X	X	X	X																																		8	1			X					X		N		Y
2018	12	5228	USD	3061	2673		1310	1751	1139	1534					N					N		N		N	N	N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X	X	X	X		X		Y		Y
2018	12	5229	USD	3545	1849		1599	1946	798	1051					N					N		N		Y	Y	Y	Y	Y	GED			3	1		4	1					1	15		3	1																							11	1		8	1		12	4		12	1		1	15					0.00			4	4					Y	Y	Y	VERY		VERY																		X		X																																			4	1			X					X		N		Y
2018	12	5230	USD												N					Y	except for nursing, human services, occupational therapy assistant, physical therapy assistant, law enforcement programs	N		Y		N	N	N	GED					C																																							C													20.00									Y	N	N	NONC	MIN	NONC	MOD	nursing, human services, occupational therapy assistant, law enforcement, physical therapy assistant programs																X		X	X																																						X									
2018	12	5231	USD												Y					Y		N		N	Y	N	N	N	GED					C																																							C													0.00									Y	N	N	NONC		NONC																		X		X	X																																						X		X					Y	X	Y
2018	12	5232	USD	7199	6488		2699	4500	2363	4125					N					N		N		N	Y	N	N	Y	GED			8	8				C																																				C												C	25.00									Y	N	N	MOD		MOD																		X		X	X																																		8	8	8	8	X	X	X	X		X		Y		Y
2018	12	5235	USD	2721	1684		1540	1181	937	747					N					N		N		N	Y	N	N	Y	GED			9	1				C																																		8	15													C	0.00									Y	N	Y	MOD		MOD																		X		X	X																																						X		X	X		X		Y		Y
2018	12	5236		2040	836		1015	1025	395	441					N					N		N		Y	Y	N	N	N	GED			8	15		8	15																																			8	15											8	15											Y	Y	Y	MIN		MIN																		X		X	X																																		9	1	9	1	X	X			15			Y		
2018	12	5237		8939	5374		3257	5682	1768	3606					Y					N		N		N		Y	N	N	GED			6	1		10	1	C																																		7	1					11	15		1	15				C										Y	Y	N	MOD		MOD																		X		X																																			7	1	7	1	X		X			X		N		Y
2018	12	5238	USD	7122	1722		4535	2587	849	873					Y	1723	681	0		N		N		N	Y	Y	Y	Y	GED			1	3		4	1																																11	1		3	15		12	15		11	1		1	1		5	15		75.00			432	163	2399	571			Y	Y	Y	VERY		VERY																		X		X																																			1	2								X		N		Y
2018	12	5239	USD	782			483	299							N					N		N		Y	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MIN		MIN	MOD	nursing, radiological technology programs																																																									X	X				X		Y		
2018	12	5246	USD	8662	8662		2858	5804	2858	5804					N					Y		N		Y	Y	N	N	Y	GED			9	19																																						9	19														20.00									Y	Y	N	MIN		MIN																		X	X	X	X																																															Y
2018	12	5250	USD												N					Y	except for registered nursing, radiologic technology programs	Y	district residents for nursing, radiologic technology programs	N		N	N	N	NON	GED	applicants under 18			C																																																				0.00										Y		NONC			MIN	registered nursing, radiological technology programs																																																																		
2018	12	5251	USD	803	688		355	448	302	386					N					N		N		N	Y	N	N	Y	GED					C																																							C													0.00									Y	N	Y	MOD		MOD																		X	X	X	X																																		8	15				X				X		Y		Y
2018	12	5252	USD	3576	2791		1620	1956	1253	1538					N					N		N		N	Y	N	N	Y	GED			5	1	C			C																																		8	1	C												C	25.00									Y	N	N	MOD		MOD																		X		X	X																																		8	1			X	X				X		Y		Y
2018	12	5254	USD	24191	15017		8803	15388	5316	9701					N											N	N		GED																																																									55.00									Y																							X		X	X																																		8	1	8	1										Y
2018	12	5256	USD												N					Y		N		N	N	N	N	N	GED					C			C																																				C												C	50.00									Y	Y	N	MIN		MIN																		X	X	X	X																																						X	X	X	X	10			Y		Y
2018	12	5261	USD	264	200																	Y	members of supporting churches	Y		N	N	Y	GED					C			C																																				C												C	40.00									Y	N	N	NONC		NONC																																																																				
2018	12	5262	USD												N					N		N		N	N	N	N	Y	GED					C																																							C													50.00									N	N	N	MOD																				X		X	X																																						X		X		10			Y		Y
2018	12	5263	USD	424	159		202	222	66	93					N					N		N		Y	Y	N	N	Y	GED			8	15				C																																				C													40.00									Y	Y	N	MIN		MIN																		X		X	X																																						X	X	X	X		X		Y		Y
2018	12	5264	USD	113	70		64	49	36	34					N					Y		Y	professing Christians who are members of an Evangelical church	N	Y	N	N	Y	GED			8	11				C																																		8	11													C	25.00									Y	Y	Y	NONC		NONC	MOST	non-church members																X		X	X																																						X		X			X		Y		Y
2018	12	5265	USD	4125	2323		1464	2661	835	1488					N					N		N		N	Y	N	N	N	GED					C			C																																				C												C	40.00									Y	Y	N	MOD		MOD																		X		X	X																																						X	X	X					Y		Y
2018	12	5267	USD	9			8	1							N					Y		N		N	N	N	N	N	GED	NON	applicants to the associate's degree program 25 or over	7	25				C																																		8	1														35.00									N	N	N	NONC		MIN																		X	X	X	X																																						X					X				Y
2018	12	5270	USD				1799	3123	1003	1862					Y	473		33		N		N		Y	Y	Y	Y	Y	GED			1	1		4	1																																11	1								11	1		1	1					50.00			36	24					Y	N	Y	MOD		MOD																		X		X																																												X		N		Y
2018	12	5273	USD	7716	1190		0	7716	0	1190					Y	1703	1222	51		N		N		Y	Y	N	Y	Y	GED			1	1		4	1																																11	1		3	15		12	15								5	15		75.00			934	289					Y	Y	Y	MOST		MOST																		X		X																																			1	1	1	1						X		N		Y
2018	12	5275	USD	5110	4350		1742	3368	1460	2890					N					N		N		Y	N	N	N	Y	GED					C			C																																				C												C	30.00									Y	N	Y	MOD		MOD																		X	X	X	X																																															
2018	12	5276													N					Y	except for allied health programs	N		Y		N	N	Y	NON	GED	applicants under 18			C																																							C																							Y		NONC		NONC	MOD	allied health programs																																																																		
2018	12	5277	USD	235	200		123	112	106	94					N					Y				N		N	N	N	GED					C																																							C													25.00									Y	Y		MIN		MIN																		X		X																																			8	15			X		X	X		X			X	Y
2018	12	5278	USD																	Y		N		Y		N	N	N	GED					C																																							C													0.00									Y	Y		NONC		NONC																		X	X	X	X																																						X							Y		Y
2018	12	5281	USD	5316	1166		2304	3012	577	589					Y	1640	773	7		N		N		Y	Y	N	Y	Y	REQ			1	1		4	1					1	1		2	15																							11	15		3	1		12	20								4	30		60.00			721	349					Y	Y	Y	VERY		MOST																		X	X																																				1	1	1	1						X		N		Y
2018	12	5286	USD	517	232		189	328	91	141					N					N		N		N	Y	N	N	N	GED					C			C																																				C												C	25.00									Y	Y	N			MOD	MOD	nursing and education programs																X	X	X	X																																										10			N		Y
2018	12	5287													N					Y				Y		N	N	Y	GED					C			C																																				C												C										Y	N	Y	NONC																				X	X	X	X																																											X				
2018	12	5290	USD	37083	14442		15048	22035	5889	8553					Y	7558	1459	1349		N		N		Y	Y	Y	N	Y	GED			2	1		4	10																																					C				11	1		1	15				C	0.00									Y	N	N	MOD		MOD																		X		X	X																																		2	1			X		X			X		N		
2018	12	5291																		Y				Y					GED					C																																							C																						N	Y		NONC		NONC																																																																				
2018	12	5292		1470	924		0	1470	0	924					N					N		N			Y	Y	N	Y	GED			8	1	C																																							C												C										Y	Y	Y	MOD		MOD																		X		X																																							X				10			N		Y
2018	12	5293	USD	1988	1045															N		N		Y		N	N	N	GED					C																																							C													0.00									Y	Y	Y	MIN		MIN																		X	X	X	X																																						X	X	X					Y		Y
2018	12	5295	USD												N					Y		N		N		N	N	Y	GED					C																																							C													30.00									N	N	N	NONC		NONC																																																																		Y		Y
