DATASET_YR	REPRJ_ID	INUN_ID	ACAD_YR	CURRENCY_CODE	SCHOL_NB_FED_D	SCHOL_NN_FED_D	SCHOL_NB_STATE_D	SCHOL_NN_STATE_D	SCHOL_NB_EXT_D	SCHOL_NN_EXT_D	SCHOL_NB_INST_D	SCHOL_NN_INST_D	UG_PT_N_N	UG_PT_AP_N	FRSH_FT_ND_N	UG_PT_ND_N	FRSH_FT_NB_GIFT_N	UG_FT_NB_GIFT_N	UG_PT_NB_GIFT_N	FRSH_FT_NB_SH_N	UG_PT_AVG_PKG_D	UG_FT_NB_SH_N	UG_PT_NB_SH_N	FRSH_FT_NN_GIFT_N	UG_FT_NN_GIFT_N	UG_PT_NN_GIFT_N	FRSH_FT_NN_SH_N	UG_FT_NN_SH_N	UG_PT_NN_SH_N	FRSH_FT_ND_MET_N	UG_FT_ND_MET_N	UG_PT_ND_MET_N	UG_PT_ND_MET_P	UG_FT_N_N	FRSH_FT_N	UG_FT_AP_N	INTL_NO	FRSH_FT_AP_N	UG_FT_ND_N	INTL_AVG_D	INTL_RECD_N	INTL_NB	UG_FT_AVG_PKG_D	FRSH_FT_AVG_PKG_D	UG_FT_ND_MET_P	FRSH_FT_ND_MET_P	FORM_DOM_FAFSA	FORM_DOM_CSS	FORM_DOM_STATE	FORM_DOM_INST	FORM_DOM_OTH	FORM_DOM_OTH_T	FORM_DOM_PARENT	FORM_DOM_BUS	FORM_INTL_INST	FORM_INTL_CSS	FORM_INTL_FA_AP	FORM_INTL_CERTIF_FIN	FORM_INTL_OTH	FORM_INTL_OTH_T	AP_DL	AP_DL_NO	AP_DL_MON	AP_DL_DAY	AP_DL_PRIORITY	AP_DL_PRIORITY_MON	AP_DL_PRIORITY_DAY	AP_NOTF_ROLL	AP_NOTF_ROLL_MON	AP_NOTF_ROLL_DAY	AP_NOTIF_DL	AP_NOTF_DL_MON	AP_NOTF_DL_DAY	AP_REPLY_DL_MON	AP_REPLY_DL_DAY	AP_REPLY_DL_WEEK	UG_CLASS_LOAN_P	UG_CLASS_AVG_DEBT_D	LOAN_PERKINS	LOAN_DIRECT_PLUS	LOAN_DIRECT_STAFFORD_SUB	LOAN_DIRECT_STAFFORD_UNSUB	LOAN_NURSING	LOAN_STATE	LOAN_INST	LOAN_OTH	LOAN_OTH_T	LOAN_DIRECT_CONSOL	JOBS_FWS	JOBS_FWS_N	JOBS_FWS_AVG_D	SCHOL_NB	SCHOL_NB_UNCF	SCHOL_NB_NURSING	JOBS_PT	JOBS_PT_N	SCHOL_NB_PELL	SCHOL_NB_SEOG	SCHOL_NN_ROTC	SCHOL_NB_STATE	SCHOL_NB_PRIVATE	SCHOL_NB_INST	SCHOL_NB_OTH	SCHOL_NB_OTH_T	SCHOL_NN	SCHOL_NN_ACAD	SCHOL_NN_ACAD_N	SCHOL_NN_ACAD_D	SCHOL_NN_ART	SCHOL_NN_ART_N	SCHOL_NN_ART_D	SCHOL_NN_ACHV	SCHOL_NN_ACHV_N	SCHOL_NN_ACHV_D	SCHOL_NN_OTH	SCHOL_NN_OTH_T	SCHOL_NN_CHAR	SCHOL_NN_CHAR_N	SCHOL_NN_CHAR_D	SCHOL_NN_ATHL	SCHOL_NN_ATHL_MEN_N	SCHOL_NN_ATHL_MEN_D	SCHOL_NN_ATHL_WMN_N	SCHOL_NN_ATHL_WMN_D	INTL_NN	SH_NB_STUD_LOAN_D	SH_NN_STUD_LOAN_D	SH_NB_FWS_D	SH_NB_STATE_D	SH_NN_STATE_D	SH_NB_TOT_D	SH_NN_TOT_D	SCHOL_NN_ATHL_TOT_N	SCHOL_NN_ATHL_TOT_D	SCHOL_NN_TOT_D	SCHOL_NB_TOT_D	METH_FM	METH_IM	METH_FM_IM	LOAN_FFEL_STAFFORD_SUB	LOAN_FFEL_STAFFORD_UNSUB	LOAN_FFEL_PLUS	LOAN_FFEL_CONSOL	EST_OFF_I	NB_PARENT_D	NN_PARENT_D	NB_WAIVER_D	NN_WAIVER_D	NB_ATHL_D	NN_ATHL_D	FRESH_FT_REC_AID_N	UG_FT_REC_AID_N	UG_PT_REC_AID	FRSH_FT_AVG_NB_GIFT_D	UG_FT_AVG_NB_GIFT_D	UG_PT_AVG_NB_GIFT_D	FRESH_FT_AVG_NB_SH_D	UG_FT_AVG_NB_SH_D	UG_PT_AVG_NB_SH_D	FRESH_FT_AVG_NB_LOAN_D	UG_FT_AVG_NB_LOAN_D	UG_PT_AVG_NB_LOAN_D	FRESH_FT_NN_NONEED_N	UG_FT_NN_NONEED_N	UG_PT_NN_NONEED_N	FRESH_FT_NN_NONEED_D	UG_FT_NN_NONEED_D	UG_PT_NN_NONEED_D	FRESH_FT_NN_ATHL_N	UG_FT_NN_ATHL_N	UG_PT_NN_ATHL_N	FRESH_FT_NN_ATHL_D	UG_FT_NN_ATHL_D	UG_PT_NN_ATHL_D	JOBS_PT_AVG_D	URL_ADDRESS_FA	BCD_T	UG_FT_ND_PLUS_P	UG_FT_NONEED_PLUS_P	EFC_0_MIN_PKG_D	EFC_5000_MIN_PKG_D	EFC_10000_MIN_PKG_D	EFC_MAX_REC_AID_D	METH_FM_IM_GAP_D	INTL_NB_FA_OTH	INTL_NB_FA_OTH_T	INTL_NB_JOBS_PT	INTL_NB_LOAN_INST	INTL_NB_LOAN_NON_INST	INTL_NB_SCHOL_ATHL	INTL_NB_SCHOL_INST	INTL_NB_WAIVER	INTL_NN_FA_OTH	INTL_NN_FA_OTH_T	INTL_NN_JOBS_PT	INTL_NN_LOAN_INST	INTL_NN_LOAN_NON_INST	INTL_NN_SCHOL_ATHL	INTL_NN_SCHOL_INST	INTL_NN_WAIVER	UG_CLASS_LOAN_FED_P	UG_CLASS_AVG_DEBT_FED_D	LOAN_PERKINS_AVG_D	SCHOL_NB_SEOG_AVG_D	LOAN_PERKINS_P	SCHOL_NB_SEOG_P	UG_FT_AVG_NB_GIFT_2YR_D	UG_FT_AVG_NB_GIFT_3YR_D	UG_FT_AVG_NB_GIFT_4YR_D	UG_FT_NN_NONEED_2YR_D	UG_FT_NN_NONEED_3YR_D	UG_FT_NN_NONEED_4YR_D	URL_ADDRESS_SCHOL	UG_CLASS_N	UG_CLASS_LOAN_N	UG_CLASS_LOAN_FED_N	UG_CLASS_LOAN_INST_N	UG_CLASS_LOAN_INST_P	UG_CLASS_AVG_DEBT_INST_D	UG_CLASS_LOAN_STATE_N	UG_CLASS_LOAN_STATE_P	UG_CLASS_AVG_DEBT_STATE_D	UG_CLASS_LOAN_PRIVATE_N	UG_CLASS_LOAN_PRIVATE_P	UG_CLASS_AVG_DEBT_PRIVATE_D
2018	13	5719	2017		26680917.00		21947119.00	1932650.00	1000.00	1286423.00		978193.00			1986		1706	5983		322		1479		718	1227					84	361			9607	2488	7704		2223	6956	5699.00	63	X	8225.00	8489.00	39.00	40.00	X		X													X			X	1	31	X	2	15							76.00			X	X	X							X			X					X	X		X	X	X					13	18860.00		2	3290.00		4	3300.00				6	14420.00						X	5971539.00	7957997.00	560713.00			6532252.00	7957997.00			4197266.00	48629036.00	X									1048489.00		2123617			1819	6443		8140.00	7674.00		3216.00	3743.00		9535.00	8970.00		107	240		1999.00	3124.00									http://www.csi.cuny.edu/finaid/		2.00	4.00										X				X	Occasionally grants are available from IIE on an emergency as-needed basis							62.00						7370.00	7639.00	5544.00	6167.00	8746.00	7901.00	http://www.csi.cuny.edu/advancement/scholarships.html	985	669	548									
2018	13	5721	2017		26708185.00		20341608.00	1021443.00	193480.00		268487.00	382865.00			821		754	5773		95		1547		575	1420					10	87			7216	919	6606		867	6407			X	9448.00	11322.00	54.00	76.00	X		X													X						X	1	15				5	1		4.00	4410.00	X	X	X	X							X	448	1846.00	X			X		X	X		X		X																							X	8509743.00	6299283.00	529296.00			9039039.00	6299283.00			1404308.00	47511760.00	X									33357.00					790	6138		10360.00	8116.00		2323.00	3625.00		2768.00	4063.00		10	104		5776.00	3450.00									http://www.lehman.cuny.edu/financialaid/		92.00	1.00										X		X						X		X		3.00	2715.00		4952.00	0.00	72.00	8644.00	7980.00	6524.00	3688.00	2798.00	3791.00	http://www.lehman.cuny.edu/vpstud/finaid/	489	41	23									
2018	13	5722																																													X		X	X					X			X				X														3.00			X						X	X	TERI Loans, Sallie Mae Loans		X	1482	1600.00	X	X				X	X		X	X	X	X	HACU Scholarships																																																																																	X	TERI			X		X		X	Sallie Mae, TERI Loans	X	X	X		X																										
2018	13	5723	2018		38625621.00		28252293.00	3572501.00	23000.00	1073950.00	6000.00	6055598.00			1875		1652	8186		163		1581		1461	4251					579	5041			12567	2330	10550		2167	9509				8126.00	9039.00	79.00	94.00	X		X																X	4	1	X	5	15							15.00	12122.00	X	X	X	X							X	1067	1266.00	X			X		X	X		X	X	X					5257	10702050.00																		5182765.00	6267127.00	1350568.00		1331248.00	6533333.00	7598375.00			10702049.00	66906914.00	X									1003788.00		327560			1817	9441		8983.00	7789.00		2399.00	3279.00		3129.00	4068.00		106	428		4173.00	4179.00									http://www.hunter.cuny.edu/finaid/																									14.00	11752.00					7665.00	7127.00	5357.00	2016.00	2155.00	2588.00		1237	185	177									
2018	13	5724	2017		33643213.00		26571651.00		2532826.00		1057266.00				2811		2389	7707		1844		1985		214	226					0	0			12728	3946	10236		3058	9861			X	8610.00	8610.00	85.00	85.00	X		X										X	FAFSA, New York State TAP Application		X						X	4	1						2.00			X	X	X	X			X				X			X			X		X	X		X	X	X																								6473476.00	16706221.00	486203.00	0.00		6959679.00	16706221.00				63804956.00	X								0.00	1291894.00	1038705.00		0.00	0.00	2589	8350		2693.00	2693.00		1804.00	1804.00		3903.00	3903.00		0	0		0.00	0.00									http://www.jjay.cuny.edu/tuition-financial-aid													X		X																						http://www.jjay.cuny.edu/scholarships												
2018	13	5725																																													X		X	X								X				X						X	4	1									X	X	X	X							X			X					X	X		X	X	X																																																																																																																											
2018	13	5726	2017																																												X		X	X							X	X							X	4	15	X	4	15									X	X	X	X							X			X					X	X		X	X	X																																																																																									X																																		
2018	13	5727	2018		26705640.00		14046658.00				1069822.00						1010	3977		97		928		118	483					30	97			4771	1144	4432		1141					9209.00	8900.00			X		X		X	University Financial Aid Information Supplemental Request (FASIR)													X	1	2	X	4	1						3.00			X	X	X	X							X			X			X		X	X		X	X	X	X	Thurgood Marshall Scholarship Fund																					X	6484416.00		287999.00			6772415.00					41822120.00	X								0.00	0.00	0.00	0	0.00	0.00	1034	4219		8170.00	8014.00		9852.00	10626.00		2317.00	3432.00															http://www.cuny.edu/admissions/financial-aid.html																							X	X														232											
2018	13	5729	2013		46739493.00		28774134.00		2402896.00		4500.00				2320		2228	7911		546		2105		1935	6738					222	350			9945	2747	8718	X	2566	8272				8867.00	8985.00	57.00	64.00	X		X								X	X							X	3	31												X	X	X	X	X						X			X		X			X	X		X	X																									7073619.00		2081073.00			9154692.00					77921023.00			X												2244	8070		8730.00	8356.00		1534.00	2796.00		3297.00	4267.00		94	128		271.00	233.00									http://www.citytech.cuny.edu/admissions/financialaid/index.shtml																																					http://www.citytech.cuny.edu/admissions/scholarships/index.shtml												
2018	13	5730																																													X			X					X							X														4.00			X	X	X	X							X			X					X	X		X																																																																																																																													
2018	13	5731	2018		36556806.00	0.00	23716779.00	2168273.00	17053.00	949943.00	14000.00	1133931.00			1176		1066	7632		124		1572		871	2255					34	266			12096	1639	9400	X	1378	8658				6475.00	5503.00	49.00	57.00	X		X													X						X	3	1						3.00	15.00	14738.00	X	X	X	X							X	531	1733.00	X					X	X		X	X	X					3666	11143061.00																		5765123.00	5549517.00	920332.00	0.00	0.00	6685455.00	5549517.00			4252147.00	60304638.00	X								0.00	866338.00	0.00	0	0.00	427366.00	1163	8272		8877.00	7486.00		2600.00	3460.00		3306.00	4132.00		35	123		5433.00	6045.00									http://qc.cuny.edu/admissions/fa/Pages/default.aspx		1.00	1.00																			X			15.00	14738.00	2500.00	200.00	1.00	6.00	7845.00	7056.00	5576.00	3026.00	2912.00	4381.00		890	133	133									
2018	13	5733	2017		17530290.00		13605134.00			324668.00		494419.00			852		743	3841		36		633		31	338					18	79			4997	936	4269		852	4269				7738.00	8441.00	60.00	56.00	X		X												X		6	30	X	5	1	X	2	15						4.00	6.00	4614.00	X	X	X	X							X			X		X			X	X		X	X	X																							X	2239196.00	1998095.00	516843.00	0.00	0.00	2756039.00	1998095.00			819087.00	31135424.00	X									30500.00		50634			809	4097		9191.00	8254.00		2332.00	3298.00		2813.00	3931.00		11	61		4182.00	4914.00									http://www.york.cuny.edu/administrative/finaid/student-financial-services																	X	FASFA							12.00	9024.00												448	28		0	0.00	0.00	0	0.00	0.00			
2018	13	5734																																													X			X					X							X						X	4	1						3.00			X										X			X					X	X		X	X	X																																																																										http://www.clackamas.edu/cost_and_financial_aid.aspx											X	X	X	X	X	X			X	X	X	X	X	X													http://www.clackamas.edu/Scholarships/												
2018	13	5735	2018		7930401.00	0.00	7464851.00	282967.00	1716301.00	264980.00	3018871.00	589411.00			478		475	1786		440		1617		26	79					31	107			2081	523	2002		480	1943	17893.00	77		15962.00	17003.00	47.00	48.00	X			X					X						X		7	15	X	4	15	X	2	1				7	15	2.00	88.00	31747.00		X	X	X							X	233	1152.00	X	X		X		X	X		X	X	X																							X	12838153.00	760554.00	169594.00	27110.00	0.00	13034857.00	760554.00			1137358.00	20130424.00	X								5816012.00	994480.00	1824109.00	1171130	499457.00	120666.00	476	1822		13912.00	12530.00		3516.00	4145.00		3272.00	4024.00		43	68		8254.00	7704.00											80.00	27.00											X	X							X	X		88.00	30795.00	0.00	856.00	0.00	18.00	15515.00	16093.00	15069.00	7776.00	5050.00	6492.00		351	310	310	0	0.00	0.00	0	0.00	0.00	16	5.00	18456.00
2018	13	5737	2018		1044695.00	0.00	951876.00	0.00	686034.00	112375.00	21736204.00	1152809.00			166		161	527		151		495		76	281					161	527			1334	352	624		184	541	48980.00	25	X	49848.00	51688.00	100.00	100.00	X	X	X				X	X		X	X	X			X		2	1	X	1	5	X	4	1				5	1		31.00	21421.00	X	X	X	X			X	X	alternative loans		X			X			X		X	X		X	X	X																							X	1401110.00	849538.00	761876.00	314680.00	0.00	2477666.00	849538.00			1265184.00	24418809.00			X						0.00	1287502.00			0.00	0.00	166	539		49208.00	46324.00		4356.00	4960.00		3521.00	4077.00		19	68		20314.00	16953.00									http://www.claremontmckenna.edu/admission/finanaid/											X	X	X		X					X	X		X	X	21.00	12508.00												315	98	67	58	18.00	14904.00	0	0.00		11	3.00	36067.00
2018	13	5739	2018		6569313.00		1814799.00	162490.00	858086.00	284046.00	1117680.00	1220977.00			226		198	1335		189		1218		5	100					11	168			2020	289	1755		260	1510			X	9771.00	9422.00	52.00	51.00	X											X				X			X	5	1	X	3	15						2.00	51.00	16164.00		X	X	X				X	alternative loans		X			X			X		X	X		X	X	X																							X	13897302.00	2672060.00	90822.00	0.00	0.00	13988124.00	2672060.00			1667513.00	10359878.00	X								169685.00	221000.00	1305217.00	1098734	260286.00	545241.00	217	1474		7169.00	7294.00		3308.00	3829.00		3277.00	3762.00		5	154		1788.00	6019.00									http://www.rsu.edu/admissions/financial-aid-scholarships/											X		X	X	X	X			X		X	X	X	X	51.00	16164.00											http://www.rsu.edu/admissions/financial-aid-scholarships/	88	34	34	0	0.00		0	0.00		0	0.00	
2018	13	5740	2011																																												X		X	X					X										X	8	1	X	3	1						3.00				X	X	X			X				X	47	575.00	X		X	X	12	X	X		X	X	X																																																																									485													X		X	X	X				X		X	X	X																									
2018	13	5741	2018		7292801.00		4864392.00	36362.00	1150295.00	102448.00	2789521.00	633630.00			712		579	2134		584		2295		244	803					27	134			3477	849	3198		815	2837	2186.00	6		9478.00	9315.00	43.00	40.00	X		X									X							X	5	1	X	12	23							83.00	35277.00	X	X	X	X				X	alternative loans		X	299	1085.00	X	X		X	734	X	X		X	X	X																							X	25759537.00	2904422.00	324329.00	848891.00		26932757.00	2904422.00			772440.00	16097009.00	X								7431512.00	827794.00	1398510.00	457638	628199.00	159160.00	701	2797		5625.00	5628.00		3387.00	4188.00		3387.00	4173.00		63	202		2388.00	2177.00								1329	http://www.clarion.edu/admissions/		8.00	1.00								X				X				X			X	X		82.00	28029.00	1889.00	200.00	1.00	5.00	2763.00	2698.00	2757.00	1524.00	1306.00	1796.00	http://www.clarion.edu/tuition-and-financial-aid/financial-aid/scholarships/	537	448	441	0	0.00	0.00	0	0.00	0.00	120	22.00	28694.00
2018	13	5745	2017																																												X			X															X	5	3	X	6	1										X	X	X							X			X			X		X	X		X	X	X																																																																										http://www.clark.edu/enroll/paying-for-college/index.php																																					http://www.clark.edu/enroll/paying-for-college/scholarships/index.php												
2018	13	5746																																													X			X					X										X	5	1	X	6	1						2.00										X	Alaska Loans		X	199	1753.00	X			X	170	X	X		X	X	X	X	Bureau of Indian Affairs Grants																																																																							2154														X		X						X		X																										
2018	13	5747	2018		1281951.00	0.00	905876.00	0.00	199602.00	12456.00	7457035.00	1098496.00			144		144	590		118		517		144	586					40	147			680	155	636		154	590	10252.00	3	X	27131.00	27084.00	74.00	79.00												X				X						X	3	15				5	1	2.00	84.00	39907.00	X	X	X	X	X		X	X	private loans		X	417	2000.00	X					X	X		X	X	X					689	4927995.00		55	153138.00		221	406935.00				82	365679.00						X	2537352.00	4993035.00	778000.00	0.00	0.00	3315352.00	4993035.00			1110952.00	9844464.00	X								1765744.00	47500.00	640116.00	52905	0.00	1856331.00	144	590		23379.00	21991.00		4521.00	5866.00		2996.00	4489.00		11	89		25727.00	22042.00									https://www.clarke.edu/admission-aid/financial-aid/		15.00	0.00								X	X			X				X		X	X	X	X	84.00	30219.00	4927.00	787.00	5.00	14.00	6745.00	6253.00	7742.00	11449.00	11072.00	8543.00	https://www.clarke.edu/admission-aid/financial-aid/scholarships/merit-scholarships-for-freshmen/	103	87	87	5	5.00	1161.00	0	0.00	0.00	31	30.00	10635.00
2018	13	5749	2018		5527669.00	1961576.00	2415370.00	92929.00	870197.00	460374.00	67998621.00	14778786.00			568		564	2397		448		1948		86	339					118	501			2979	677	2588		610	2416	19569.00	68		43666.00	45835.00	89.00	90.00	X		X									X			X		3	1	X	2	1	X	2	17				5	1	2.00	82.00	24500.00	X	X	X	X			X	X	private loans		X			X			X	58	X	X		X	X	X	X	Higher Education Opportunity Program (HEOP)				51164304.00						9044705.00					6367169.00						X	18109142.00	6342695.00	696191.00	306053.00	235029.00	19111386.00	6577724.00			17293665.00	76811857.00	X								4175762.00	3825267.00	1417945.00	1397333	38325.00	38325.00	568	2414		35300.00	32061.00		4011.00	5961.00		3577.00	5365.00		94	484		25126.00	22996.00								11135	https://www.clarkson.edu/undergraduate-admissions/1st-year-students-applying-financial-aid		13.00	0.00																		X	X	X	X	81.00	20188.00	5500.00	600.00	8.00	24.00	33416.00	31847.00	29732.00	30290.00	28942.00	26892.00	https://www.clarkson.edu/undergraduate-admissions/1st-year-students-applying-financial-aid/scholarships-special-awards	576	470	466	40	7.00	4000.00	0	0.00	0.00	129	22.00	37500.00
2018	13	5750																																													X			X															X	6	15																						X			X			X		X	X		X																																																																																																																													
2018	13	5751	2018		3094291.00		424456.00				29597989.00	14931387.00			356		347	1167		265		864		162	570					101	223			2187	615	1549		477	1199	23562.00	230	X	32134.00	32004.00	90.00	89.00	X	X					X			X		X			X		1	15							X	2	20	5	1		64.00	34305.00	X	X	X	X		X					X			X					X	X		X		X																							X	6508288.00	3875621.00	1446576.00			7954864.00	3875621.00			14931387.00	33116736.00		X							520640.00	2421657.00		1211375	0.00	0.00	350	1175		28199.00	26780.00		4717.00	6279.00		3088.00	4754.00		208	743		19964.00	19010.00									http://www.clarku.edu/admissions/financialaid/															X								X		63.00	25202.00											http://www.clarku.edu/admissions/financialaid/scholarships/	504	323	318	0	0.00	0.00	2	1.00	8333.00	86	17.00	35304.00
2018	13	5752																																													X																		X	5	1													X	X	X							X	220	2175.00	X		X			X	X		X	X	X																																																																																																																											
2018	13	5753	2018												415		381	2649		367		2643		26	118					17	86			3518	469	3251		446	3029	0.00	0		10024.00	11230.00	47.00	52.00	X											X							X	7	15	X	4	15							84.00	30423.00		X	X	X		X					X	67	4556.00	X		X			X	X		X	X	X																							X												X								0.00	0.00	0.00	0	0.00	0.00	415	3020		8922.00	7108.00		3434.00	4143.00		3406.00	4067.00		3	25		10479.00	2045.00									http://adminservices.clayton.edu/financialaid/																					X	X			83.00	30320.00											http://www.clayton.edu/financial-aid/scholarships	267	225	224				8	1.00	8309.00	8	1.00	6592.00
2018	13	5755	2018		294731.00	22424.00	1500.00	0.00	76228.00	0.00	216587.00	76793.00			4		4	79		0		32		1	35					0	0			121	6	94		6	79	8050.00	2	X	6566.00	8488.00	45.00	58.00	X			X					X							X						X	6	1																			X	32	1190.00	X					X	X		X	X	X					3	1975.00		5	1250.00		0	0.00				2	2092.00						X	0.00	0.00	38081.00	0.00	0.00	38081.00	0.00			99217.00	589046.00			X						0.00	0.00	0.00	3265	0.00	0.00	4	79		8488.00	6566.00		0.00	1190.00		0.00	0.00		2	15		1800.00	3701.00									http://www.coastalcarolina.edu/admissions/financial-aid-scholarships/		0.00	0.00								X				X				X								0.00	430.00	0.00	52.00	6779.00	9220.00	6772.00	8547.00	3428.00	5900.00		4											
2018	13	5757	2016		670807.00	0.00	278786.00	0.00	3410.00	0.00	49024.00	774842.00																														X					X											X							X	3	1	X	4	1				7	1	2.00				X	X	X							X	11	3209.00	X			X	0	X	X		X	X	X																							X	1138599.00	2733477.00	35299.00	0.00	0.00	1173898.00	2733477.00			774842.00	1002027.00	X								0.00	195508.00			0.00	1241241.00																									0	http://www.cleary.edu/finaid/											X		X		X				X		X	X	X														http://www.cleary.edu/scholarships-grants&apos;												
2018	13	5758	2018		15234485.00	0.00	30504137.00	29402711.00	4520434.00	3193372.00	23131523.00	27063939.00			1826		1680	7459		1278		6689		1680	7459					367	1409			19266	3651	12307	X	2985	8958				11582.00	13131.00	54.00	59.00	X																		X	3	1	X	4	1						3.00	46.00	30201.00	X	X	X	X		X	X				X			X		X	X	584	X	X		X	X	X																								65176755.00	19381198.00	2794256.00	0.00	0.00	67971011.00	19381198.00			59660022.00	73390579.00	X								27568339.00	6145294.00			2905170.00	4867247.00	1787	8699		10918.00	9183.00		4147.00	4879.00		3653.00	4531.00		1184	5332		6585.00	5071.00								1541	http://www.clemson.edu/finaid		8.00	2.00																						44.00	21647.00	1967.00	471.00	3.00	4.00	9623.00	9190.00		5111.00	4464.00	4717.00	http://www.clemson.edu/financial-aid/types/scholarships/index.html	2842	1310	1259	0	0.00	0.00	0	0.00	0.00	341	12.00	36101.00
2018	13	5759	2018																																												X															X			X	12	1	X	3	1										X	X	X			X				X	64	3002.00	X	X				X	X		X	X	X																																																																										http://financialaid.uc.edu/											X	X	X		X				X	X	X		X	X													http://www.ucclermont.edu/admissions/financial-aid/scholarships.html												
2018	13	5762																																																																																																																																																																																																																															
2018	13	5763																																													X			X	X	ACT Institutional Verification Form			X										X	8	1																						X	20		X					X	X		X	X																																																																																						X				X								X																										
2018	13	5764	2017		1260119.00	0.00	392850.00	0.00	224605.00	15373.00	8974465.00	1423342.00			141		141	492		134		453		7	36					10	44			610	161	518		153	492	9196.00	32		27536.00	26456.00	61.00	59.00	X											X							X	3	15	X	12	20				5	1	3.00	79.00	37195.00		X	X	X							X	151	1101.00	X					X	X		X	X	X					0	0.00					6	63795.00				0	0.00						X	4585997.00	925480.00	123326.00	0.00	0.00	4741924.00	925480.00			1438715.00	10852039.00	X								2017139.00	602143.00	182644.00	134940	0.00	0.00	141	492		21832.00	22276.00		4865.00	5712.00		3907.00	4533.00		23	86		15804.00	13392.00									http://www.cia.edu/financialaid/		22.00	1.00																		X		X		79.00	27441.00	1165.00	477.00	16.00	35.00	23100.00	22531.00	20800.00	16605.00	10309.00	13220.00	http://www.cia.edu/admissions/financing-your-education/scholarships	118	63	63	0	0.00	0.00	0	0.00	0.00	15	19.00	40967.00
2018	13	5766	2018		142730.00	0.00	10541.00	0.00	46333.00	67997.00	3104055.00	2928083.00			35		35	112		24		83		9	22					12	29			223	59	135		46	112	26254.00	62	X	34169.00	35778.00	78.00	81.00	X	X								X									X	2	1				X	4	1	5	1		50.00	25994.00		X	X	X				X	private loans		X			X			X		X	X		X	X	X																							X	605213.00	278001.00	96039.00	4000.00	61850.00	705252.00	339851.00			2996080.00	3303659.00			X						198004.00	375150.00	0.00	14160	0.00	0.00	35	112		31568.00	29340.00		6140.00	6515.00		4803.00	5310.00		24	111		24995.00	23807.00									https://www.cim.edu/admissions/financialaid/how-to-apply													X		X						X		X		50.00	24281.00											https://www.cim.edu/admissions/financialaid/how-to-apply	56	28	28	0	0.00		0	0.00		2	4.00	23974.00
2018	13	5767																																													X			X															X	6	15									2.00									X				X	52	1025.00	X					X	X		X	X	X	X	Job Training Partnership Act grants, Office of Vocational Rehabilitation Awards																																																																																																																									
